flex_thumb,flex_index,flex_middle,flex_ring,flex_pinky,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,label
220,592,198,159,124,3.0981,7.6461,3.46,-0.0669,-0.0151,-0.0472,Z
198,172,206,169,132,0.2406,9.6305,0.6813,-0.021,0.0077,-0.0501,M
324,557,160,179,110,4.9325,6.9397,1.6289,-0.021,-0.1037,0.0956,G
399,540,579,561,376,0.305,9.587,1.2727,-0.0393,-0.0176,0.0288,6
195,548,556,584,528,0.207,8.6771,0.952,0.0544,-0.0153,0.0326,4
360,367,387,361,328,1.6429,8.8591,1.5476,0.0578,-0.0304,-0.0504,C
209,535,540,160,139,1.1368,9.4563,1.69,0.0912,0.0349,-0.0107,V
308,358,193,167,139,0.3708,9.3464,1.5157,0.0008,-0.0459,0.057,9
316,328,164,168,153,0.1329,9.0636,1.3925,-0.0031,0.0689,0.0551,9
309,521,555,372,548,-0.0509,9.9885,0.8396,-0.0104,0.0546,-0.0284,7
293,557,515,385,558,0.0897,9.9461,1.0128,-0.0213,0.1025,-0.0263,7
203,448,506,181,142,0.2422,10.2386,1.1089,0.0019,0.011,-0.0229,R
207,539,559,538,138,0.6779,9.8602,1.0557,-0.0163,-0.1156,-0.0472,W
346,333,312,355,365,0.0284,9.8211,1.3595,-0.0167,0.0135,-0.0603,O
330,534,530,576,364,0.4138,9.4686,1.2437,0.004,0.0913,0.0704,6
191,231,196,202,103,0.1158,9.7559,0.7747,0.0094,-0.0408,0.0061,M
346,312,361,360,335,0.2593,9.9365,0.7943,-0.0442,0.0417,0.0377,0
365,542,559,560,331,0.7003,9.5373,1.1428,-0.0215,-0.0212,-0.0086,6
232,509,536,177,115,-0.0634,9.3958,0.9339,-0.0127,-0.0362,0.0241,U
327,160,171,182,145,0.2244,9.3313,1.4236,-0.018,-0.0541,-0.0104,T
326,557,379,537,543,0.3401,9.5796,1.18,0.0222,0.0489,0.0058,8
200,542,181,206,186,0.483,9.588,1.0385,0.0675,0.0529,0.0235,D
229,518,557,534,119,0.3704,9.1796,0.9878,-0.0199,-0.0077,0.0162,W
310,531,145,174,118,0.3154,6.9458,6.4509,0.045,-0.0253,0.0401,Q
556,536,525,181,132,0.5226,9.7676,1.2535,0.0179,0.0318,-0.0263,3
196,562,545,112,142,0.6491,10.0018,0.4169,-0.0958,-0.0205,0.0259,U
307,315,348,299,334,0.6176,9.3227,1.0558,-0.0398,0.0391,0.0628,O
289,119,164,142,118,0.5112,9.6971,1.213,0.0572,-0.0016,-0.045,S
226,561,533,164,126,0.3222,9.441,0.7594,0.0016,0.0932,0.0022,U
552,564,165,143,137,0.3033,9.3727,1.5916,-0.0971,-0.0805,0.0455,L
340,328,340,343,319,0.6461,8.6512,1.4683,-0.032,-0.04,-0.0342,0
519,549,145,179,122,0.5926,9.8103,1.0544,-0.0362,0.009,0.0156,L
364,382,360,353,346,1.1738,9.4236,1.3116,0.0049,0.0169,-0.0496,C
364,337,332,370,345,1.0607,8.9946,1.2071,-0.0023,-0.0617,0.0695,C
319,527,358,525,557,0.6465,9.4247,1.5908,-0.0423,0.0109,0.0654,8
297,365,164,144,151,0.3711,9.3258,1.2656,-0.0458,0.0106,-0.0251,9
294,536,376,550,582,0.7415,9.7608,0.5617,0.0342,-0.0467,-0.0942,8
242,578,162,169,129,0.2106,9.2527,0.6432,0.0891,0.0085,-0.0151,1
223,538,190,231,187,0.4671,10.1592,0.1576,-0.035,-0.0105,0.0727,D
206,559,572,163,133,-0.0147,9.6289,1.3312,0.0706,-0.0547,-0.0219,2
545,151,174,161,584,0.2146,8.6409,1.6184,0.0861,0.0244,-0.0471,Y
218,559,195,206,189,0.8694,9.5659,1.1256,0.0019,-0.0242,-0.0123,D
536,549,528,539,554,0.3187,9.4576,0.9551,-0.0404,-0.0128,-0.0003,5
422,549,539,184,131,0.2268,9.6437,1.2914,-0.0504,-0.01,-0.0123,K
158,563,555,532,565,-0.0975,9.5101,0.5568,0.0149,-0.0595,0.0527,B
215,353,157,163,152,0.8927,9.5468,0.782,0.0339,0.0003,0.0019,X
196,523,547,162,140,1.2426,9.534,1.0837,-0.0536,-0.0399,0.0389,V
161,540,554,548,580,0.2258,9.4759,0.797,-0.0109,0.0263,-0.0239,B
246,523,138,129,116,2.8805,7.9761,3.9896,-0.0311,-0.0526,0.0209,Z
551,533,134,190,150,0.7118,9.1971,0.7449,0.0382,0.0183,-0.0187,L
242,565,169,168,124,1.2048,9.7579,1.2824,0.1031,0.0231,-0.0105,1
170,185,144,196,510,0.7268,9.7461,0.8356,-0.0088,0.0945,0.0354,I
367,540,558,556,334,0.4481,9.3477,1.0244,-0.0678,-0.0308,0.0633,6
279,151,89,150,125,0.4767,9.7851,1.3836,0.0111,0.0407,0.0006,S
183,180,204,197,206,0.4965,9.6196,0.889,-0.014,-0.0185,-0.0041,E
372,562,535,543,359,0.5012,9.1272,1.372,0.1142,-0.0211,0.0244,6
271,556,539,328,562,0.4434,10.1321,1.2484,-0.1194,-0.0264,0.0552,7
200,564,156,195,130,0.6201,9.8381,0.3648,-0.0006,0.0004,-0.0231,1
139,559,534,589,570,0.0258,9.5166,0.4721,-0.012,0.0558,0.0093,B
314,140,156,168,139,0.4798,9.3469,1.4019,0.1337,0.0747,-0.018,T
561,549,546,531,548,0.258,9.7884,0.6266,-0.067,-0.0035,-0.0383,5
279,556,141,174,116,4.6846,7.2399,1.8239,-0.0158,-0.111,0.0473,G
214,547,139,168,109,3.149,7.5756,3.7484,-0.0487,0.0287,-0.0231,Z
248,157,129,135,93,0.5277,9.0261,1.0559,-0.0202,-0.0932,0.056,S
207,579,532,553,528,0.4229,9.7478,0.806,0.0327,-0.0431,-0.066,4
203,182,211,189,152,0.9635,9.9084,0.8284,0.035,0.0008,-0.0918,M
200,454,477,159,138,-0.0347,9.366,0.7582,-0.0601,0.0615,-0.0399,R
394,567,546,171,129,0.3715,9.216,1.5436,-0.0732,0.0206,0.0188,K
217,540,202,233,201,0.6627,9.066,1.1193,0.1253,-0.0226,0.0948,D
297,539,547,353,562,0.525,9.4181,0.1445,-0.0434,-0.0541,0.0185,7
258,422,518,187,144,0.7318,9.7214,0.289,0.0257,-0.074,-0.0264,R
292,585,367,529,539,0.8419,9.8943,1.329,-0.0271,-0.0187,-0.0788,8
364,530,556,552,365,0.7275,9.9159,0.6051,-0.0063,-0.102,0.0245,6
544,186,185,152,570,0.1061,8.9838,1.5335,0.0254,0.0807,-0.0081,Y
229,522,572,529,103,0.8654,9.3992,1.1081,0.0784,0.0366,-0.0225,W
184,146,193,174,611,0.1597,9.3826,0.7572,0.0689,-0.0183,0.0062,I
152,541,562,540,558,0.851,9.2729,-0.0556,0.0392,-0.0339,-0.0159,B
224,381,143,167,112,0.7264,9.1825,1.1225,-0.0442,0.0376,0.022,X
201,341,162,170,127,-0.0094,9.7654,0.9586,0.0277,0.0776,-0.0732,X
224,553,516,163,119,1.4499,8.916,1.4384,0.0192,-0.0486,0.0964,V
206,126,154,136,70,0.7758,9.2996,1.562,0.054,-0.0224,0.0641,A
523,573,596,549,541,0.6303,9.5273,1.6424,-0.03,-0.0668,0.0152,5
413,563,539,152,134,0.9823,6.5378,5.3912,-0.0132,0.0515,0.0026,P
220,536,540,183,112,0.4987,9.6022,1.0278,0.0017,-0.0217,-0.0252,2
377,338,382,342,357,0.7465,9.166,1.4898,-0.0797,0.021,-0.0289,C
298,558,573,347,565,1.0097,9.0294,0.818,0.0136,0.0182,0.0079,7
223,465,493,167,135,0.3936,9.5056,1.0702,-0.0457,-0.1024,-0.0521,R
223,543,548,143,127,0.1527,9.2626,1.0264,-0.0788,0.0262,0.0294,U
208,414,498,181,180,0.1996,9.4,0.2896,0.048,0.0365,0.0776,R
334,572,167,156,150,0.2626,7.0812,6.4869,-0.0446,0.0139,0.0371,Q
253,254,550,552,551,0.5181,9.8033,1.6154,0.0126,-0.0671,0.0269,F
248,538,184,165,118,3.3694,7.638,3.5545,-0.0198,-0.0114,-0.0822,Z
224,198,212,212,216,0.3895,9.2278,1.1676,-0.0202,-0.0612,-0.0446,E
325,172,173,161,127,1.1322,9.5974,0.3324,0.0385,0.028,0.058,T
210,145,137,106,123,1.0388,9.3162,0.8837,0.0143,0.0167,0.0329,A
516,547,207,134,124,0.8936,9.6247,1.4554,-0.0073,-0.0578,-0.0134,L
200,585,597,172,151,0.264,9.4343,1.1582,0.0076,-0.0686,0.0039,2
367,526,543,557,342,0.2325,9.3878,1.0582,-0.0661,-0.0649,0.0204,6
303,306,181,150,153,0.742,9.308,1.1415,-0.057,0.0326,0.0808,9
552,185,129,170,559,0.4778,9.0055,1.0741,0.0446,0.0394,0.0899,Y
226,564,240,248,190,0.6581,9.4973,1.0706,0.0104,0.0223,0.0212,D
579,564,156,170,123,0.2922,9.5424,1.4027,0.0038,0.0511,0.0456,L
212,558,544,152,163,0.1351,9.8006,0.9178,-0.0762,-0.0339,0.041,U
299,159,159,160,150,0.1335,8.9161,0.8397,-0.0334,-0.1115,0.0123,T
213,354,154,167,132,0.6733,10.1564,0.8895,-0.0033,-0.0919,-0.0646,X
553,554,570,158,125,0.0916,9.3612,0.9011,-0.0137,0.0405,-0.0504,3
262,126,133,157,70,0.5944,9.4414,1.4106,0.0658,-0.0204,-0.0055,S
328,363,352,345,324,0.6645,9.3228,2.1166,-0.0634,-0.1383,0.0222,0
376,361,352,393,336,1.0107,9.1957,1.0106,0.024,-0.0528,0.0411,C
171,556,542,568,539,0.5384,9.7463,0.399,-0.001,-0.0054,0.061,B
338,305,310,308,316,0.3499,9.1512,1.2461,-0.0379,-0.0927,0.011,0
271,524,562,371,555,-0.0056,9.8166,1.5376,0.0219,-0.0378,0.0762,7
215,537,543,184,104,0.5845,8.9575,1.8214,0.0566,0.018,0.0154,V
205,193,211,168,130,0.0902,9.3164,-0.1477,0.0617,-0.0073,-0.02,N
384,579,565,563,325,0.3474,9.8154,1.0351,0.0553,0.0062,0.0392,6
240,525,547,153,145,-0.2141,9.9405,0.5885,-0.008,0.0429,0.0739,2
229,450,505,168,112,0.3375,10.1879,0.4722,-0.069,0.0307,-0.0112,R
278,573,547,135,119,5.1137,6.8402,2.006,0.037,-0.0101,-0.0469,H
225,524,170,180,151,3.0563,8.1813,4.2551,0.0301,0.0159,-0.0319,Z
238,353,194,170,94,0.4833,9.4046,1.087,0.0808,0.0352,-0.0113,X
285,159,185,137,131,-0.1722,9.761,1.0725,-0.0284,-0.0209,-0.075,T
209,564,130,155,90,0.2941,9.5662,0.011,0.0505,0.0345,0.0515,1
321,524,369,552,544,0.6508,9.1455,0.8353,-0.0546,0.0382,0.0592,8
227,561,198,170,109,0.1312,9.4429,0.4593,-0.0206,-0.0471,0.0462,1
523,569,152,153,108,0.5282,9.1851,1.7977,0.0151,-0.0286,0.0425,L
194,176,192,215,129,0.326,9.6987,0.9378,-0.0165,0.0175,-0.0525,M
284,542,536,366,551,0.6708,9.2456,1.655,-0.0736,0.0153,-0.0805,7
229,566,158,174,154,0.4786,9.3833,0.656,0.0377,0.0838,0.0292,1
371,367,345,364,332,1.0243,8.8558,2.2618,-0.002,-0.0702,-0.0067,C
232,137,120,128,81,0.8228,9.5064,1.5704,-0.003,-0.0354,-0.0757,A
554,551,551,558,548,0.8204,9.224,0.9506,-0.0593,0.0449,-0.0461,5
357,556,545,513,347,0.175,9.4802,1.191,-0.0332,0.0471,-0.0035,6
313,557,372,549,580,0.2932,9.5988,1.436,0.1077,-0.0414,0.0275,8
320,387,139,189,107,0.4381,9.0761,1.2711,-0.0081,0.0399,0.05,9
394,534,539,172,114,0.3534,9.0194,1.1443,-0.0759,-0.0466,0.0609,K
444,528,538,161,126,0.5151,6.8593,6.1336,0.0571,0.0633,-0.0134,P
208,226,199,219,209,0.0225,9.691,1.6968,0.0531,0.0707,0.0109,E
198,533,538,181,140,0.2109,9.5599,1.0338,-0.1192,0.0151,0.0379,2
587,531,165,186,123,0.3299,8.8402,1.8398,-0.001,-0.0365,0.0142,L
212,577,562,541,159,0.139,9.5587,1.5439,0.0536,-0.045,-0.062,W
194,347,150,129,130,0.4711,9.3367,0.5894,0.0203,0.0273,0.0049,X
219,163,135,135,105,0.3439,10.0925,1.1475,-0.0224,-0.0179,-0.0072,S
550,522,532,162,152,0.5687,9.5647,1.333,-0.0486,0.0703,-0.0192,3
191,128,160,138,571,-0.1683,9.9038,0.6773,-0.0271,0.0147,-0.0433,I
317,545,553,157,127,4.8652,6.7096,2.1421,-0.0302,0.0082,0.0205,H
409,617,563,164,140,0.2191,7.0787,6.2864,-0.0014,-0.0378,-0.0039,P
368,543,564,564,342,0.9299,9.4032,1.5227,0.0172,0.002,-0.0004,6
409,531,513,168,113,0.7285,9.5042,0.7901,0.0899,0.0288,-0.1828,K
223,549,229,205,217,0.229,9.2065,0.8564,-0.0426,0.0333,0.1105,D
332,582,524,186,145,4.5291,6.8829,1.826,0.0374,-0.0614,-0.0049,H
288,534,366,572,556,0.4435,9.0909,0.3413,0.1157,0.0139,-0.0509,8
233,554,512,558,120,0.3425,9.151,0.8991,0.0103,0.0273,0.0077,W
204,584,552,161,129,0.4264,9.2864,1.7279,0.061,-0.0179,0.0094,V
541,521,530,163,152,0.5105,9.1148,0.3667,0.0337,-0.0329,-0.0262,3
250,331,194,167,118,0.3387,9.8692,0.3168,0.0708,0.0133,0.0506,X
319,541,150,199,103,-0.2358,7.2204,6.3897,-0.0323,0.1366,0.0365,Q
212,226,196,174,194,0.3358,9.2069,0.4898,-0.0367,-0.0097,0.0333,E
308,528,538,161,160,5.0302,7.4964,2.0661,-0.0194,0.077,0.0219,H
282,561,169,173,136,5.1358,7.8103,1.9771,0.0468,-0.0235,0.0395,G
393,559,557,159,140,0.3713,9.6586,0.9622,0.0108,0.0287,-0.0199,K
191,139,162,201,550,0.3584,9.872,0.8841,0.0146,-0.0181,-0.0116,I
312,535,375,550,576,0.3629,9.6445,0.4565,-0.0805,-0.0402,0.0155,8
173,559,564,555,550,0.4519,9.2927,0.2298,-0.0482,0.054,0.0471,B
202,220,229,205,220,0.6978,9.0965,0.6775,-0.0523,0.0339,-0.0642,E
242,459,460,125,131,0.3676,10.1778,0.7652,0.0187,0.0389,0.0257,R
322,374,174,149,143,0.5312,9.6384,0.7568,0.0226,-0.0305,-0.0633,9
267,259,564,545,564,0.9439,9.6372,1.4358,-0.0575,0.0262,-0.0439,F
212,535,538,181,150,0.6455,9.2536,0.9887,-0.0091,-0.0726,-0.0244,V
564,173,159,177,537,0.3586,8.635,1.5293,-0.0396,0.1095,0.0029,Y
428,566,559,134,119,0.6458,9.5751,1.2478,0.0944,-0.0588,0.0569,K
326,400,366,371,350,0.7795,8.9442,1.0202,0.1139,-0.0617,-0.0516,C
168,184,172,163,559,1.5481,8.2068,3.1008,-0.0265,-0.0109,-0.0052,J
194,571,232,219,216,0.4988,9.3531,0.4882,0.0409,0.0198,0.0085,D
242,555,528,155,111,0.6782,9.3722,1.0585,0.0488,0.0072,0.0272,2
200,175,144,156,556,1.7426,7.9976,2.8469,0.0677,0.003,0.0687,J
164,150,187,157,123,0.3759,9.3362,1.3373,-0.0017,0.0643,-0.084,N
317,341,343,355,324,0.6686,9.0493,1.4857,-0.0511,-0.0852,-0.0133,0
237,583,546,193,103,0.6968,8.9957,1.7376,-0.0651,0.0201,-0.0621,V
547,565,543,554,568,0.2131,8.871,0.492,0.1156,0.0326,0.0349,5
178,180,183,181,596,2.38,8.2614,3.0425,-0.018,0.1015,0.0552,J
219,547,176,167,70,0.1656,9.7966,0.2095,-0.0252,-0.0194,0.0797,1
548,570,540,565,529,0.2135,9.1327,1.5725,-0.0204,-0.0325,-0.0129,5
202,209,191,173,118,0.3763,9.4086,1.0014,0.0356,0.0002,-0.0913,M
390,530,539,145,117,0.3694,6.9924,5.8139,0.0248,-0.0095,0.0107,P
256,131,127,153,110,0.4836,9.1845,0.8889,-0.0526,0.058,-0.0787,S
174,206,207,222,172,0.5264,9.7541,1.1603,-0.0884,0.0498,0.0469,E
364,339,388,366,367,1.3672,9.1014,1.3223,0.0488,0.0,0.0343,C
261,154,126,114,107,0.501,9.2687,0.9301,-0.0091,0.0003,0.0323,S
222,533,547,161,109,0.5401,9.6667,1.044,0.0244,-0.0857,-0.0417,U
289,119,126,165,60,0.3746,9.5449,0.9469,0.079,0.0238,-0.0194,S
234,537,532,154,112,0.1286,9.1803,0.5904,-0.0267,-0.0676,0.027,2
575,532,572,161,164,0.6575,9.1542,1.3774,0.058,-0.0646,0.0372,3
284,596,381,570,547,0.6173,9.2596,1.0449,0.0168,-0.0119,0.0575,8
349,305,306,347,326,0.2673,9.5093,1.0776,0.1632,0.0656,0.0311,O
178,168,206,184,122,0.1119,9.4582,1.2209,0.0831,0.0897,0.0545,M
273,245,528,557,548,0.1289,9.6914,1.6185,0.0779,0.0094,0.0313,F
209,190,135,156,578,1.9423,8.2269,2.535,-0.0474,-0.0844,0.0029,J
200,166,188,230,120,0.7542,9.6165,-0.0034,0.032,0.0633,-0.0024,M
208,557,167,144,129,0.4714,9.88,1.0054,0.0125,-0.062,-0.0532,1
123,566,572,561,539,0.1396,9.698,0.6796,0.0334,-0.0367,0.0041,B
260,267,544,544,567,1.0579,9.6303,1.6436,-0.0523,0.0159,0.0078,F
544,562,548,178,148,0.0246,9.6073,1.5489,0.0309,0.1219,-0.0464,3
235,561,568,182,124,1.3887,9.2688,1.3518,0.0167,0.0242,-0.0371,V
318,580,527,374,532,0.5304,9.148,0.596,0.1275,0.1074,-0.0354,7
212,566,541,545,587,0.1483,9.4585,1.2513,-0.0031,-0.0028,0.0919,4
248,559,163,135,134,0.4497,9.4859,0.1531,0.0547,-0.0484,0.0083,1
361,334,327,357,356,1.1345,9.2876,1.4178,-0.0515,0.0059,-0.0537,O
315,551,380,540,536,0.3647,9.6438,0.896,-0.0336,0.0174,-0.0464,8
566,534,577,525,576,0.4162,9.3456,0.4475,0.0595,-0.0467,-0.0015,5
546,171,188,159,555,0.8436,9.6185,1.35,-0.0659,-0.0857,0.0065,Y
373,134,175,183,146,0.3242,9.0911,1.4619,-0.0241,-0.0148,0.1033,T
388,591,536,149,118,0.4494,7.2793,5.2054,0.0463,-0.0277,-0.0206,P
377,518,561,540,357,0.4812,9.1446,1.0764,-0.0439,-0.0263,-0.0455,6
236,555,565,160,104,0.9732,9.4192,0.4517,0.0358,-0.0473,-0.0196,U
177,552,522,546,566,0.0824,9.6122,0.8796,-0.0881,0.0103,-0.0229,4
331,524,151,175,151,0.6827,6.818,6.661,0.0207,0.0175,-0.0049,Q
172,160,159,180,560,1.7622,8.1045,3.2597,0.03,0.053,-0.0484,J
378,384,369,357,351,1.0059,8.7593,1.6737,0.023,0.077,0.0628,C
149,222,167,143,122,-0.1962,9.4855,0.5156,-0.0117,0.014,-0.0172,N
245,509,554,167,107,0.2181,9.7127,0.2666,-0.064,-0.0078,-0.0417,U
366,379,341,336,380,0.8165,9.3408,1.4538,-0.0081,0.0219,-0.0442,C
202,543,535,168,108,0.0398,9.5547,0.9011,0.0075,-0.022,0.0334,2
200,595,184,150,112,0.4021,9.9113,1.0301,0.0254,-0.0332,-0.0254,1
153,531,514,556,531,0.2286,9.621,0.7037,-0.0151,-0.0165,0.0366,B
223,568,554,542,166,0.3093,8.9771,1.2299,-0.0128,0.0474,-0.0263,W
198,568,543,535,577,0.3237,8.9303,0.5884,0.0234,-0.0395,0.0026,4
369,343,340,336,363,1.3566,9.5548,1.7529,0.0581,-0.029,-0.0578,C
297,513,546,151,131,5.0268,7.0189,2.1571,-0.0606,0.0206,-0.022,H
171,512,539,549,543,-0.081,9.4997,0.5877,-0.0094,-0.1119,-0.106,B
558,182,166,171,534,0.407,9.1314,1.3155,-0.0337,0.0716,-0.0184,Y
358,531,531,592,357,0.3766,9.5134,1.2482,-0.0453,-0.0958,-0.0265,6
188,172,175,151,556,0.7003,9.2648,1.4384,-0.0372,-0.059,0.0066,I
179,167,187,147,574,0.4562,9.5881,0.502,-0.0362,0.0145,-0.0712,I
190,207,229,198,166,0.3511,9.7354,0.8985,0.061,-0.0211,0.0409,M
566,172,169,161,548,-0.1198,8.8298,1.5044,-0.0638,0.0207,0.0874,Y
150,559,555,553,542,0.1455,9.0469,0.5535,0.0714,-0.0737,-0.0293,B
208,540,156,146,110,3.4038,7.479,3.7828,0.0311,-0.0279,0.02,Z
177,175,199,163,545,0.3566,9.8817,0.9863,0.1372,-0.0358,0.0126,I
201,555,531,561,130,-0.1493,9.6937,1.0434,-0.0302,0.0478,-0.0082,W
255,146,124,163,126,0.1431,9.1323,1.2935,0.0129,0.0276,-0.0327,S
284,366,150,172,136,0.1087,9.6763,1.1485,-0.0612,0.0186,0.088,9
231,203,184,179,135,0.5514,9.1893,0.5569,0.0744,0.0847,0.0708,N
294,567,531,182,134,5.1553,6.923,1.8111,0.0731,-0.0123,-0.0205,H
267,551,396,546,566,0.7307,9.2928,1.3299,0.0956,-0.0887,0.0568,8
542,561,565,566,563,0.5337,10.177,1.7221,0.0024,-0.0884,0.0065,5
296,586,539,366,584,0.8351,9.6402,1.0807,0.0035,0.0678,0.0479,7
202,164,126,131,594,0.3,9.8851,0.6963,-0.0029,-0.0227,0.1233,I
292,365,182,150,154,0.8075,9.3682,1.4388,-0.0456,-0.0052,0.1108,9
221,545,539,166,142,0.1516,9.6383,1.8142,0.0238,0.0483,-0.0479,U
210,565,527,154,122,0.6959,10.1116,0.6635,-0.0048,-0.0591,-0.0042,2
543,543,533,172,119,0.3912,9.0293,1.0208,-0.0047,-0.03,0.0191,3
289,554,562,390,561,0.7497,9.7548,0.9723,0.0574,0.0447,-0.0083,7
176,512,550,512,554,0.693,9.8082,0.241,-0.0016,0.0009,0.0236,B
293,339,153,178,136,-0.1437,9.3001,1.2376,0.0955,0.0644,-0.0089,9
339,538,550,545,344,0.4409,8.6996,1.328,-0.0085,0.0476,-0.0238,6
214,356,182,176,142,-0.3562,9.3655,0.8285,-0.0413,0.0527,-0.0272,X
195,546,549,568,115,0.5623,9.7297,1.2754,-0.0929,-0.0247,0.0452,W
233,529,523,181,135,0.3105,10.1209,0.978,-0.0425,-0.0969,0.0299,2
315,572,550,362,570,0.997,9.68,1.3116,-0.0787,-0.009,-0.0607,7
203,212,230,165,141,0.55,9.4258,0.5247,-0.0543,-0.0264,0.0101,M
225,586,179,149,120,2.5882,7.7081,4.3787,-0.0139,-0.0693,-0.0974,Z
380,597,560,514,354,0.1437,9.2777,1.1893,-0.013,-0.0518,0.0261,6
310,521,535,375,566,0.5729,9.416,0.743,-0.0638,0.0475,0.0972,7
406,571,555,201,147,0.413,7.1886,5.9218,-0.0135,-0.0652,-0.0404,P
303,566,543,364,573,0.4365,9.2972,0.7294,0.0533,0.0248,0.0694,7
404,509,563,126,140,0.0122,9.3785,1.1557,0.1099,0.0058,-0.0991,K
193,537,202,188,193,0.8418,10.4001,0.8291,0.0558,0.0116,0.0249,D
207,185,211,226,122,0.5075,8.9212,0.4226,0.0046,-0.0503,0.102,M
190,196,210,140,101,0.4278,10.0322,1.3078,-0.0612,-0.0201,-0.074,N
219,569,558,144,136,0.3867,9.4151,0.4281,0.0403,-0.0285,0.0454,2
261,532,558,551,146,0.2643,9.3327,1.2342,-0.0717,-0.0903,-0.001,W
305,547,551,368,528,0.2142,9.4872,1.7153,0.0319,0.0551,-0.0055,7
556,566,533,172,142,0.1733,9.4778,0.4785,-0.0793,-0.003,0.09,3
529,583,146,158,140,0.727,9.5717,1.3799,-0.0303,0.1267,-0.002,L
227,545,142,178,127,0.1161,9.3995,0.7767,0.0692,0.0288,0.0321,1
275,122,143,115,95,0.7966,9.5345,1.3549,-0.0013,-0.0253,0.0086,S
327,173,169,110,109,0.4624,9.5495,0.9913,0.0045,0.0604,0.0177,T
541,160,158,151,582,0.0915,9.2744,1.2469,0.0284,0.0067,0.0591,Y
231,542,570,134,158,0.2183,8.887,1.5755,-0.0265,-0.0164,-0.0266,V
278,553,562,136,124,5.2148,6.1199,2.4006,0.0177,0.0358,-0.0206,H
228,195,187,216,133,0.34,9.2399,0.9981,-0.0247,-0.0224,-0.0245,M
343,181,183,151,121,0.3496,9.625,1.3269,0.0935,0.0407,0.0411,T
296,563,135,155,96,4.7889,7.1926,2.1516,0.0025,0.0085,-0.0943,G
211,172,179,173,141,-0.1176,9.7745,0.8387,-0.0459,-0.0394,-0.1017,N
356,318,337,342,323,0.468,9.0275,1.2331,0.0498,-0.0299,-0.0052,O
349,542,557,571,374,0.5511,9.456,1.2157,0.0286,0.0024,0.0032,6
214,566,566,190,150,0.3681,9.8088,0.9252,0.0211,-0.0662,0.0377,2
217,537,537,161,139,0.1137,9.8686,0.81,0.0019,0.0937,0.0089,U
291,327,349,357,328,0.2113,9.2536,1.1535,0.0955,-0.0194,-0.0247,0
405,528,500,166,165,0.2946,7.2878,6.4513,-0.095,-0.0229,-0.0638,P
186,538,545,526,592,0.3735,9.6354,1.1153,0.1355,-0.0201,0.0153,4
309,339,115,155,146,0.5543,9.1753,1.4737,0.0897,-0.0745,-0.0026,9
211,165,170,131,516,-0.1313,9.4558,0.9729,-0.1171,0.0796,0.0085,I
333,370,363,299,301,-0.1766,9.3026,1.1366,-0.0407,0.0545,-0.0877,O
392,574,531,571,376,-0.013,9.4078,1.3577,-0.14,-0.034,-0.0358,6
561,167,154,146,561,0.1567,9.5197,0.9677,0.0153,-0.0138,-0.022,Y
194,208,221,160,128,0.4469,9.6887,1.1028,0.0328,-0.0493,-0.0507,M
210,226,186,191,144,0.3868,9.488,0.6544,-0.0783,0.0116,-0.0046,M
201,543,571,521,557,0.3373,9.4282,0.8084,-0.0982,-0.0648,0.0635,4
216,560,158,162,108,0.3241,9.9798,0.7162,0.0182,0.0868,0.1067,1
201,545,203,213,210,0.3324,10.3821,0.858,0.003,0.0053,-0.0319,D
414,559,587,168,127,0.4574,7.4771,6.7273,-0.0092,0.0271,-0.0037,P
196,528,551,537,550,0.4715,9.0715,0.4728,0.0362,-0.0078,-0.0367,4
212,524,132,157,131,-0.0451,9.2442,-0.0614,0.0073,0.0467,-0.0714,1
224,111,114,152,95,0.7045,9.5085,1.0089,0.0469,-0.0258,0.0048,A
175,522,570,533,102,0.4734,10.0674,1.5276,-0.04,-0.0409,-0.0398,W
530,160,148,143,580,0.7015,9.0353,1.7836,0.0154,-0.0158,0.0795,Y
319,539,560,368,554,0.6329,9.8687,1.0545,0.0295,-0.0728,0.0696,7
254,265,558,529,582,0.7911,9.8675,0.9962,0.005,0.002,0.0132,F
193,220,196,145,122,-0.3343,9.6412,1.1936,-0.0671,0.0075,0.0493,N
264,266,517,558,573,0.5768,10.1123,0.9951,-0.0181,-0.0198,-0.0038,F
337,574,158,171,122,5.6164,7.3447,2.0509,0.01,0.0722,0.029,G
363,546,531,549,348,0.5263,9.4178,1.2005,0.0048,0.055,-0.0489,6
566,556,536,151,115,0.6071,9.0257,0.881,-0.067,0.0253,-0.0496,3
240,545,176,169,131,0.185,9.8487,0.3722,0.0078,0.0553,0.0659,1
312,546,156,127,129,0.3984,7.0748,6.6474,0.0621,-0.0478,-0.0647,Q
226,543,531,155,107,0.4277,9.3683,0.3809,0.0371,0.0339,-0.0165,U
318,565,548,138,135,5.1266,6.935,2.5602,-0.0782,-0.1109,-0.0365,H
344,170,139,165,118,0.2919,9.2005,0.9847,0.1566,0.0928,-0.0499,T
227,139,167,125,97,-0.0709,9.5085,0.9625,-0.1047,-0.0519,-0.0558,S
231,559,531,135,87,1.3376,9.1664,1.6776,0.0101,0.0456,-0.0032,V
290,567,155,184,109,4.963,6.8529,2.3168,-0.0261,-0.0021,0.0253,G
321,371,140,180,143,0.2986,9.3124,1.275,0.0276,-0.0547,0.0283,9
